orgtaxlvltop,md5sum,SMAG,rho,tops,organism,taxlevel,metrics,taxogroup,fSMAG,taxlfSMAG,SMAG_md5sum,stcount,Min,Max,Mean,Se,iteration_count,md5sum_SMAG,if.matches,if.matches_no_na,if.matches_text
10Chaetocerosgenus,4665a3798d00a1938076186b3b4e746c4b8a7f5a,TARA_MED_95_MAG_00399,4.91792374504524,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_MED_95_MAG_00399vlr,TARA_MED_95_MAG_00399vlrgenus,TARA_MED_95_MAG_003994665a3798d00a1938076186b3b4e746c4b8a7f5a,,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,4665a3798d00a1938076186b3b4e746c4b8a7f5aTARA_MED_95_MAG_00399,,Unknown,
10Chaetocerosgenus,2372f6816c05e3615599c9b95edde139faf311a7,TARA_SOC_28_MAG_00037,4.54968873893049,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_SOC_28_MAG_00037vlr,TARA_SOC_28_MAG_00037vlrgenus,TARA_SOC_28_MAG_000372372f6816c05e3615599c9b95edde139faf311a7,26,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,2372f6816c05e3615599c9b95edde139faf311a7TARA_SOC_28_MAG_00037,,Unknown,
10Chaetocerosgenus,4665a3798d00a1938076186b3b4e746c4b8a7f5a,TARA_ARC_108_MAG_00232,4.76549006293208,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_ARC_108_MAG_00232vlr,TARA_ARC_108_MAG_00232vlrgenus,TARA_ARC_108_MAG_002324665a3798d00a1938076186b3b4e746c4b8a7f5a,6,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,4665a3798d00a1938076186b3b4e746c4b8a7f5aTARA_ARC_108_MAG_00232,,Unknown,
10Chaetocerosgenus,4665a3798d00a1938076186b3b4e746c4b8a7f5a,TARA_PSE_93_MAG_00253,5.03054367901113,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_PSE_93_MAG_00253vlr,TARA_PSE_93_MAG_00253vlrgenus,TARA_PSE_93_MAG_002534665a3798d00a1938076186b3b4e746c4b8a7f5a,2,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,4665a3798d00a1938076186b3b4e746c4b8a7f5aTARA_PSE_93_MAG_00253,,Unknown,
10Chaetocerosgenus,4665a3798d00a1938076186b3b4e746c4b8a7f5a,TARA_PSW_86_MAG_00256,5.0409592330456,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_PSW_86_MAG_00256vlr,TARA_PSW_86_MAG_00256vlrgenus,TARA_PSW_86_MAG_002564665a3798d00a1938076186b3b4e746c4b8a7f5a,,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,4665a3798d00a1938076186b3b4e746c4b8a7f5aTARA_PSW_86_MAG_00256,,Unknown,
10Chaetocerosgenus,7cd3885c1d4e4accd52dc7179b13ed3eb0e7513f,TARA_ARC_108_MAG_00217,4.37268137606954,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_ARC_108_MAG_00217vlr,TARA_ARC_108_MAG_00217vlrgenus,TARA_ARC_108_MAG_002177cd3885c1d4e4accd52dc7179b13ed3eb0e7513f,16,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,7cd3885c1d4e4accd52dc7179b13ed3eb0e7513fTARA_ARC_108_MAG_00217,,Unknown,
10Chaetocerosgenus,4665a3798d00a1938076186b3b4e746c4b8a7f5a,TARA_PSE_93_MAG_00171,4.52607963113868,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_PSE_93_MAG_00171vlr,TARA_PSE_93_MAG_00171vlrgenus,TARA_PSE_93_MAG_001714665a3798d00a1938076186b3b4e746c4b8a7f5a,7,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,4665a3798d00a1938076186b3b4e746c4b8a7f5aTARA_PSE_93_MAG_00171,,Unknown,
10Chaetocerosgenus,fd1e2dd59ba288f336089671c99c5b78d7282ddf,TARA_SOC_28_MAG_00060,4.75667836440292,10,Chaetoceros,genus,vlr,g:Chaetoceros,TARA_SOC_28_MAG_00060vlr,TARA_SOC_28_MAG_00060vlrgenus,TARA_SOC_28_MAG_00060fd1e2dd59ba288f336089671c99c5b78d7282ddf,3,0.213811647906094,1.17671634288099,0.547053954364826,0.28371260072148,131,fd1e2dd59ba288f336089671c99c5b78d7282ddfTARA_SOC_28_MAG_00060,,Unknown,
10Chaetocerostaxogroup_middle,974b0f257e27071c51f6375387fa078feb8a49b9,TARA_ARC_108_MAG_00189,6.36575351304491,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_ARC_108_MAG_00189vlr,TARA_ARC_108_MAG_00189vlrtaxogroup_middle,TARA_ARC_108_MAG_00189974b0f257e27071c51f6375387fa078feb8a49b9,8,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,974b0f257e27071c51f6375387fa078feb8a49b9TARA_ARC_108_MAG_00189,,Unknown,
10Chaetocerostaxogroup_middle,f83f2ea6d9ee2960beb746f206b1c1975da1123a,TARA_ARC_108_MAG_00116,6.11239261924136,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_ARC_108_MAG_00116vlr,TARA_ARC_108_MAG_00116vlrtaxogroup_middle,TARA_ARC_108_MAG_00116f83f2ea6d9ee2960beb746f206b1c1975da1123a,,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,f83f2ea6d9ee2960beb746f206b1c1975da1123aTARA_ARC_108_MAG_00116,,Unknown,
10Chaetocerostaxogroup_middle,974b0f257e27071c51f6375387fa078feb8a49b9,TARA_ARC_108_MAG_00267,6.32128433708451,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_ARC_108_MAG_00267vlr,TARA_ARC_108_MAG_00267vlrtaxogroup_middle,TARA_ARC_108_MAG_00267974b0f257e27071c51f6375387fa078feb8a49b9,11,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,974b0f257e27071c51f6375387fa078feb8a49b9TARA_ARC_108_MAG_00267,,Unknown,
10Chaetocerostaxogroup_middle,7eb31300ef51e1cf91d1f1cbe87ae6e37a822c27,TARA_MED_95_MAG_00399,6.57378482787273,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_MED_95_MAG_00399vlr,TARA_MED_95_MAG_00399vlrtaxogroup_middle,TARA_MED_95_MAG_003997eb31300ef51e1cf91d1f1cbe87ae6e37a822c27,1,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,7eb31300ef51e1cf91d1f1cbe87ae6e37a822c27TARA_MED_95_MAG_00399,,Unknown,
10Chaetocerostaxogroup_middle,e3cbb7634969672fd39430741613a9a072eada29,TARA_SOC_28_MAG_00037,6.15629766577213,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_SOC_28_MAG_00037vlr,TARA_SOC_28_MAG_00037vlrtaxogroup_middle,TARA_SOC_28_MAG_00037e3cbb7634969672fd39430741613a9a072eada29,34,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,e3cbb7634969672fd39430741613a9a072eada29TARA_SOC_28_MAG_00037,,Unknown,
10Chaetocerostaxogroup_middle,974b0f257e27071c51f6375387fa078feb8a49b9,TARA_ARC_108_MAG_00232,6.44214648351759,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_ARC_108_MAG_00232vlr,TARA_ARC_108_MAG_00232vlrtaxogroup_middle,TARA_ARC_108_MAG_00232974b0f257e27071c51f6375387fa078feb8a49b9,6,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,974b0f257e27071c51f6375387fa078feb8a49b9TARA_ARC_108_MAG_00232,,Unknown,
10Chaetocerostaxogroup_middle,c9654cc99791296b4936a756067be1f8dd1e9ef7,TARA_PSE_93_MAG_00253,6.52751299038956,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_PSE_93_MAG_00253vlr,TARA_PSE_93_MAG_00253vlrtaxogroup_middle,TARA_PSE_93_MAG_00253c9654cc99791296b4936a756067be1f8dd1e9ef7,1,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,c9654cc99791296b4936a756067be1f8dd1e9ef7TARA_PSE_93_MAG_00253,,Unknown,
10Chaetocerostaxogroup_middle,46909ee0e2a6db7b45b5a3b3e887ca2f9f838a67,TARA_PSW_86_MAG_00256,6.69690441014065,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_PSW_86_MAG_00256vlr,TARA_PSW_86_MAG_00256vlrtaxogroup_middle,TARA_PSW_86_MAG_0025646909ee0e2a6db7b45b5a3b3e887ca2f9f838a67,1,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,46909ee0e2a6db7b45b5a3b3e887ca2f9f838a67TARA_PSW_86_MAG_00256,,Unknown,
10Chaetocerostaxogroup_middle,e3cbb7634969672fd39430741613a9a072eada29,TARA_ARC_108_MAG_00217,6.22907043836402,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_ARC_108_MAG_00217vlr,TARA_ARC_108_MAG_00217vlrtaxogroup_middle,TARA_ARC_108_MAG_00217e3cbb7634969672fd39430741613a9a072eada29,16,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,e3cbb7634969672fd39430741613a9a072eada29TARA_ARC_108_MAG_00217,,Unknown,
10Chaetocerostaxogroup_middle,974b0f257e27071c51f6375387fa078feb8a49b9,TARA_PSE_93_MAG_00171,6.54240538224393,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_PSE_93_MAG_00171vlr,TARA_PSE_93_MAG_00171vlrtaxogroup_middle,TARA_PSE_93_MAG_00171974b0f257e27071c51f6375387fa078feb8a49b9,7,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,974b0f257e27071c51f6375387fa078feb8a49b9TARA_PSE_93_MAG_00171,,Unknown,
10Chaetocerostaxogroup_middle,c9654cc99791296b4936a756067be1f8dd1e9ef7,TARA_SOC_28_MAG_00060,6.70855156164364,10,Chaetoceros,taxogroup_middle,vlr,Mediophyceae,TARA_SOC_28_MAG_00060vlr,TARA_SOC_28_MAG_00060vlrtaxogroup_middle,TARA_SOC_28_MAG_00060c9654cc99791296b4936a756067be1f8dd1e9ef7,7,0.260686138898629,1.23358583953015,0.60687911178918,0.284074749350814,131,c9654cc99791296b4936a756067be1f8dd1e9ef7TARA_SOC_28_MAG_00060,,Unknown,
10chloroparvulagenus,4288479b74340d3d264fcb6b6c7f05da62c6fc4d,TARA_AON_82_MAG_00300,1.41470678259134,10,chloroparvula,genus,vlr,g:Chloroparvula,TARA_AON_82_MAG_00300vlr,TARA_AON_82_MAG_00300vlrgenus,TARA_AON_82_MAG_003004288479b74340d3d264fcb6b6c7f05da62c6fc4d,18,0.456353107159725,4.18350676482461,1.11685583000192,1.20957783948636,131,4288479b74340d3d264fcb6b6c7f05da62c6fc4dTARA_AON_82_MAG_00300,,Unknown,
10chloroparvulagenus,4288479b74340d3d264fcb6b6c7f05da62c6fc4d,TARA_ION_45_MAG_00156,1.43612815587302,10,chloroparvula,genus,vlr,g:Chloroparvula,TARA_ION_45_MAG_00156vlr,TARA_ION_45_MAG_00156vlrgenus,TARA_ION_45_MAG_001564288479b74340d3d264fcb6b6c7f05da62c6fc4d,11,0.456353107159725,4.18350676482461,1.11685583000192,1.20957783948636,131,4288479b74340d3d264fcb6b6c7f05da62c6fc4dTARA_ION_45_MAG_00156,,Unknown,
10chloroparvulagenus,4288479b74340d3d264fcb6b6c7f05da62c6fc4d,TARA_PON_109_MAG_00222,1.77296254074284,10,chloroparvula,genus,vlr,g:Chloroparvula,TARA_PON_109_MAG_00222vlr,TARA_PON_109_MAG_00222vlrgenus,TARA_PON_109_MAG_002224288479b74340d3d264fcb6b6c7f05da62c6fc4d,8,0.456353107159725,4.18350676482461,1.11685583000192,1.20957783948636,131,4288479b74340d3d264fcb6b6c7f05da62c6fc4dTARA_PON_109_MAG_00222,,Unknown,
10chloroparvulagenus,273332e0dfd94d5a9802926879531af5996f637d,TARA_PON_109_MAG_00226,1.59476768998571,10,chloroparvula,genus,vlr,g:Chloroparvula,TARA_PON_109_MAG_00226vlr,TARA_PON_109_MAG_00226vlrgenus,TARA_PON_109_MAG_00226273332e0dfd94d5a9802926879531af5996f637d,4,0.456353107159725,4.18350676482461,1.11685583000192,1.20957783948636,131,273332e0dfd94d5a9802926879531af5996f637dTARA_PON_109_MAG_00226,,Unknown,
10chloroparvulagenus,4288479b74340d3d264fcb6b6c7f05da62c6fc4d,TARA_PSE_93_MAG_00220,1.38872281883557,10,chloroparvula,genus,vlr,g:Chloroparvula,TARA_PSE_93_MAG_00220vlr,TARA_PSE_93_MAG_00220vlrgenus,TARA_PSE_93_MAG_002204288479b74340d3d264fcb6b6c7f05da62c6fc4d,15,0.456353107159725,4.18350676482461,1.11685583000192,1.20957783948636,131,4288479b74340d3d264fcb6b6c7f05da62c6fc4dTARA_PSE_93_MAG_00220,,Unknown,
10chloroparvulagenus,273332e0dfd94d5a9802926879531af5996f637d,TARA_IOS_50_MAG_00114,1.72217903680268,10,chloroparvula,genus,vlr,g:Chloroparvula,TARA_IOS_50_MAG_00114vlr,TARA_IOS_50_MAG_00114vlrgenus,TARA_IOS_50_MAG_00114273332e0dfd94d5a9802926879531af5996f637d,28,0.456353107159725,4.18350676482461,1.11685583000192,1.20957783948636,131,273332e0dfd94d5a9802926879531af5996f637dTARA_IOS_50_MAG_00114,,Unknown,
10chloroparvulagenus,4288479b74340d3d264fcb6b6c7f05da62c6fc4d,TARA_PSE_93_MAG_00236,2.94173200700319,10,chloroparvula,genus,vlr,g:Chloroparvula,TARA_PSE_93_MAG_00236vlr,TARA_PSE_93_MAG_00236vlrgenus,TARA_PSE_93_MAG_002364288479b74340d3d264fcb6b6c7f05da62c6fc4d,71,0.456353107159725,4.18350676482461,1.11685583000192,1.20957783948636,131,4288479b74340d3d264fcb6b6c7f05da62c6fc4dTARA_PSE_93_MAG_00236,,Unknown,
10chloroparvulataxogroup_middle,1ffd30cccbafaac143303ae4cb75e0c90ed2cc9b,TARA_AON_82_MAG_00300,4.55715349056145,10,chloroparvula,taxogroup_middle,vlr,Chloropicophyceae,TARA_AON_82_MAG_00300vlr,TARA_AON_82_MAG_00300vlrtaxogroup_middle,TARA_AON_82_MAG_003001ffd30cccbafaac143303ae4cb75e0c90ed2cc9b,53,0.554413055200844,4.25026825590445,1.22032847214589,1.21586376528485,131,1ffd30cccbafaac143303ae4cb75e0c90ed2cc9bTARA_AON_82_MAG_00300,,Unknown,
10chloroparvulataxogroup_middle,a443c3ba567e7566266d4d50867ae2969801d3a4,TARA_ION_45_MAG_00156,4.71748544943962,10,chloroparvula,taxogroup_middle,vlr,Chloropicophyceae,TARA_ION_45_MAG_00156vlr,TARA_ION_45_MAG_00156vlrtaxogroup_middle,TARA_ION_45_MAG_00156a443c3ba567e7566266d4d50867ae2969801d3a4,34,0.554413055200844,4.25026825590445,1.22032847214589,1.21586376528485,131,a443c3ba567e7566266d4d50867ae2969801d3a4TARA_ION_45_MAG_00156,,Unknown,
10chloroparvulataxogroup_middle,574f35e3c48a314e8f8594c2c62d0f0c69266ae6,TARA_PON_109_MAG_00222,4.39552053875471,10,chloroparvula,taxogroup_middle,vlr,Chloropicophyceae,TARA_PON_109_MAG_00222vlr,TARA_PON_109_MAG_00222vlrtaxogroup_middle,TARA_PON_109_MAG_00222574f35e3c48a314e8f8594c2c62d0f0c69266ae6,64,0.554413055200844,4.25026825590445,1.22032847214589,1.21586376528485,131,574f35e3c48a314e8f8594c2c62d0f0c69266ae6TARA_PON_109_MAG_00222,,Unknown,
10chloroparvulataxogroup_middle,a443c3ba567e7566266d4d50867ae2969801d3a4,TARA_PON_109_MAG_00226,4.50782520467367,10,chloroparvula,taxogroup_middle,vlr,Chloropicophyceae,TARA_PON_109_MAG_00226vlr,TARA_PON_109_MAG_00226vlrtaxogroup_middle,TARA_PON_109_MAG_00226a443c3ba567e7566266d4d50867ae2969801d3a4,33,0.554413055200844,4.25026825590445,1.22032847214589,1.21586376528485,131,a443c3ba567e7566266d4d50867ae2969801d3a4TARA_PON_109_MAG_00226,,Unknown,
10chloroparvulataxogroup_middle,1ffd30cccbafaac143303ae4cb75e0c90ed2cc9b,TARA_PSE_93_MAG_00220,4.70841873059439,10,chloroparvula,taxogroup_middle,vlr,Chloropicophyceae,TARA_PSE_93_MAG_00220vlr,TARA_PSE_93_MAG_00220vlrtaxogroup_middle,TARA_PSE_93_MAG_002201ffd30cccbafaac143303ae4cb75e0c90ed2cc9b,39,0.554413055200844,4.25026825590445,1.22032847214589,1.21586376528485,131,1ffd30cccbafaac143303ae4cb75e0c90ed2cc9bTARA_PSE_93_MAG_00220,,Unknown,
10chloroparvulataxogroup_middle,1ffd30cccbafaac143303ae4cb75e0c90ed2cc9b,TARA_IOS_50_MAG_00114,4.59634910970102,10,chloroparvula,taxogroup_middle,vlr,Chloropicophyceae,TARA_IOS_50_MAG_00114vlr,TARA_IOS_50_MAG_00114vlrtaxogroup_middle,TARA_IOS_50_MAG_001141ffd30cccbafaac143303ae4cb75e0c90ed2cc9b,69,0.554413055200844,4.25026825590445,1.22032847214589,1.21586376528485,131,1ffd30cccbafaac143303ae4cb75e0c90ed2cc9bTARA_IOS_50_MAG_00114,,Unknown,
10chloroparvulataxogroup_middle,0a0bb52dfdf68208416659c179f56ccb0fa5d9d5,TARA_PSE_93_MAG_00236,4.83259781150393,10,chloroparvula,taxogroup_middle,vlr,Chloropicophyceae,TARA_PSE_93_MAG_00236vlr,TARA_PSE_93_MAG_00236vlrtaxogroup_middle,TARA_PSE_93_MAG_002360a0bb52dfdf68208416659c179f56ccb0fa5d9d5,9,0.554413055200844,4.25026825590445,1.22032847214589,1.21586376528485,131,0a0bb52dfdf68208416659c179f56ccb0fa5d9d5TARA_PSE_93_MAG_00236,,Unknown,
10Chloropicongenus,178a2f0e4b05dcf7f4c5cee4332623d2d58352f0,TARA_AOS_82_MAG_00032,3.03223318631561,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_AOS_82_MAG_00032vlr,TARA_AOS_82_MAG_00032vlrgenus,TARA_AOS_82_MAG_00032178a2f0e4b05dcf7f4c5cee4332623d2d58352f0,36,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,178a2f0e4b05dcf7f4c5cee4332623d2d58352f0TARA_AOS_82_MAG_00032,,Unknown,
10Chloropicongenus,f359db7dd2290397296d6b8e8d184422cf3b006e,TARA_AON_82_MAG_00229,2.67633821024802,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_AON_82_MAG_00229vlr,TARA_AON_82_MAG_00229vlrgenus,TARA_AON_82_MAG_00229f359db7dd2290397296d6b8e8d184422cf3b006e,102,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,f359db7dd2290397296d6b8e8d184422cf3b006eTARA_AON_82_MAG_00229,,Unknown,
10Chloropicongenus,d0430ca982ea85837786256dccf44460964f369b,TARA_PON_109_MAG_00124,3.01199669107508,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_PON_109_MAG_00124vlr,TARA_PON_109_MAG_00124vlrgenus,TARA_PON_109_MAG_00124d0430ca982ea85837786256dccf44460964f369b,47,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,d0430ca982ea85837786256dccf44460964f369bTARA_PON_109_MAG_00124,,Unknown,
10Chloropicongenus,f359db7dd2290397296d6b8e8d184422cf3b006e,TARA_PSE_93_MAG_00121,2.43381400339211,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_PSE_93_MAG_00121vlr,TARA_PSE_93_MAG_00121vlrgenus,TARA_PSE_93_MAG_00121f359db7dd2290397296d6b8e8d184422cf3b006e,88,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,f359db7dd2290397296d6b8e8d184422cf3b006eTARA_PSE_93_MAG_00121,,Unknown,
10Chloropicongenus,79f76d9d15a825136d698cd87f314451fd829b4c,TARA_PSW_86_MAG_00160,2.3898994047919,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_PSW_86_MAG_00160vlr,TARA_PSW_86_MAG_00160vlrgenus,TARA_PSW_86_MAG_0016079f76d9d15a825136d698cd87f314451fd829b4c,19,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,79f76d9d15a825136d698cd87f314451fd829b4cTARA_PSW_86_MAG_00160,,Unknown,
10Chloropicongenus,d0430ca982ea85837786256dccf44460964f369b,TARA_MED_95_MAG_00462,2.70715611367558,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_MED_95_MAG_00462vlr,TARA_MED_95_MAG_00462vlrgenus,TARA_MED_95_MAG_00462d0430ca982ea85837786256dccf44460964f369b,30,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,d0430ca982ea85837786256dccf44460964f369bTARA_MED_95_MAG_00462,,Unknown,
10Chloropicongenus,d0430ca982ea85837786256dccf44460964f369b,TARA_PSE_93_MAG_00200,2.90687017733664,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_PSE_93_MAG_00200vlr,TARA_PSE_93_MAG_00200vlrgenus,TARA_PSE_93_MAG_00200d0430ca982ea85837786256dccf44460964f369b,6,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,d0430ca982ea85837786256dccf44460964f369bTARA_PSE_93_MAG_00200,,Unknown,
10Chloropicongenus,3c37d9bbcc5b3227114ae3afaae2ebacef2561ba,TARA_PSE_93_MAG_00201,2.39526236318715,10,Chloropicon,genus,vlr,g:Chloropicon,TARA_PSE_93_MAG_00201vlr,TARA_PSE_93_MAG_00201vlrgenus,TARA_PSE_93_MAG_002013c37d9bbcc5b3227114ae3afaae2ebacef2561ba,4,0.198066618176683,1.71744715039814,0.662652984187496,0.425848204647567,131,3c37d9bbcc5b3227114ae3afaae2ebacef2561baTARA_PSE_93_MAG_00201,,Unknown,
