organism,taxlevel,Min,Max,Mean,Se,top,metrics,iteration_count,matchtype
Aureococcus,taxogroup_middle,0.00655324287852688,0.0526486041609651,0.0263481395572271,0.0123278854190018,2,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.0118549793434481,0.0387347024735115,0.025543013101309,0.00908720915307192,2,rho,9,"Only V9, not SMAG"
Aureococcus,taxogroup_middle,0.00366279511870382,0.067728278346301,0.0233801353339637,0.0110363918371285,3,rho,46,None.
Aureococcus,taxogroup_middle,0.00593978552588337,0.0464507350736266,0.0180025407358619,0.00902540887240563,3,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.0172844367715254,0.037503984849154,0.0252712967453217,0.00615860794858066,3,rho,9,"Only V9, not SMAG"
Aureococcus,taxogroup_middle,0.00355747033657572,0.0655537841182003,0.019729869633115,0.0102082066263233,4,rho,46,None.
Aureococcus,taxogroup_middle,0.00550093156750464,0.0435326176775417,0.0127977930443402,0.00706351349367586,4,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.00738956524262358,0.0349237084114985,0.0205650033871669,0.0085508110710022,4,rho,12,"Only V9, not SMAG"
Aureococcus,taxogroup_middle,0.00329348659790107,0.0622571728171799,0.0169491228879301,0.00916222822771752,5,rho,46,None.
Aureococcus,taxogroup_middle,0.00507522977401065,0.0226758081605605,0.00982269081616875,0.0040776395288336,5,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.00849518506628244,0.0169094161662213,0.0132191846450284,0.0033788004950788,5,rho,7,"Only V9, not SMAG"
Aureococcus,taxogroup_middle,0.00325588159263324,0.0573852236459258,0.0146053483092939,0.00799278213506523,6,rho,46,None.
Aureococcus,taxogroup_middle,0.00407451870867981,0.0217492739944101,0.00825633795154976,0.00348748924167985,6,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.00510615176495066,0.0207642117078983,0.01232770566011,0.00554820010489011,6,rho,5,"Only V9, not SMAG"
Aureococcus,taxogroup_middle,0.00298080613034002,0.0467825840478463,0.0127064255469264,0.00685205937197025,7,rho,46,None.
Aureococcus,taxogroup_middle,0.00402384667005651,0.0164606463895255,0.0072031091688588,0.00284511370834266,7,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.010676135365467,0.0277007831300805,0.0184269581264605,0.00883756027826444,7,rho,4,"Only V9, not SMAG"
Aureococcus,taxogroup_middle,0.00289458693379185,0.0462557970088738,0.0112987972058531,0.00626439521707307,8,rho,46,None.
Aureococcus,taxogroup_middle,0.0038888025282392,0.0141373860320571,0.00624078892144461,0.00230199498408414,8,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.0118755958603706,0.03019504872176,0.0189958354523141,0.00772653069719515,8,rho,5,"Only V9, not SMAG"
Aureococcus,taxogroup_middle,0.00185393031865433,0.0432540017904813,0.0103439145416193,0.00583587426498767,9,rho,46,None.
Aureococcus,taxogroup_middle,0.00363240911301754,0.0127643341518904,0.00555570218694592,0.00181094372402233,9,rho,46,"Only SMAG, not V9"
Aureococcus,taxogroup_middle,0.0102470622547696,0.0134011236982808,0.0118240929765252,0.0022302582349858,9,rho,2,"Only V9, not SMAG"
Bathycoccus,genus,0.0998134555400351,0.162613049434894,0.138326867626811,0.0138097507778187,1,rho,44,Both
Bathycoccus,genus,-0.010056043971971,0.0662148195776363,0.01239564261135,0.0130909860702376,1,rho,44,None.
Bathycoccus,genus,-0.000738815361694512,0.0548544649854296,0.0183147742032574,0.0128198765267359,1,rho,40,"Only V9, not SMAG"
Bathycoccus,genus,-0.0226642737618425,0.0352990469539805,0.00295323753432643,0.00708397919731776,2,rho,44,None.
Bathycoccus,genus,-0.00128228072914283,0.0166533625121384,0.00468583398362875,0.00449744705243017,2,rho,44,"Only SMAG, not V9"
Bathycoccus,genus,-0.0183494192455786,0.0291346245812736,0.00702326625387013,0.010302026853763,2,rho,34,"Only V9, not SMAG"
Bathycoccus,genus,-0.0451952659064232,0.0237884711202114,-0.0017848269316642,0.00686546895586982,3,rho,44,None.
Bathycoccus,genus,-0.00896596137391592,0.00518949124427637,-0.000159943276131268,0.0033419088991156,3,rho,44,"Only SMAG, not V9"
Bathycoccus,genus,-0.0565794114275615,0.0160501516479822,-0.0107321212540059,0.0123927383997842,3,rho,23,"Only V9, not SMAG"
Bathycoccus,genus,-0.0513125936106533,0.00754978999554956,-0.0071169244867503,0.00989093344538519,4,rho,34,None.
Bathycoccus,genus,-0.016744988528741,0.00432511692973903,-0.00324699805961734,0.0051533976893701,4,rho,34,"Only SMAG, not V9"
Bathycoccus,genus,-0.04807878270085,0.00578894113439044,-0.0145453003606471,0.0126508036694531,4,rho,23,"Only V9, not SMAG"
Bathycoccus,genus,-0.0605686996195003,0.00555874601315842,-0.0120368174094659,0.0130335984845948,5,rho,20,None.
Bathycoccus,genus,-0.0173023659418639,0.00207386626429606,-0.00556936712913783,0.00504892014960886,5,rho,20,"Only SMAG, not V9"
Bathycoccus,genus,-0.0551176835812568,-0.000702930623467157,-0.0180793915489885,0.0122558283070435,5,rho,20,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,-0.015854187643028,0.00490021877224978,-0.001687248735299,0.00289376336150997,10,rho,44,None.
Bathycoccus,taxogroup_middle,-0.00937503941072526,0.00298903983703158,-0.00048362196720334,0.00215796277882757,10,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,-0.0128333233077746,0.00146076253637117,-0.00392371458803077,0.00617135251932196,10,rho,5,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,0.0998134555400351,0.162613049434894,0.138326867626811,0.0138097507778187,1,rho,44,Both
Bathycoccus,taxogroup_middle,0.00119807401613303,0.0905041683272818,0.0256476667563217,0.0161013993515102,1,rho,44,None.
Bathycoccus,taxogroup_middle,0.00767682472185494,0.0548544649854296,0.0256642424462849,0.012786151063289,1,rho,30,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,0.0010269097867841,0.0519948770622074,0.0138012314862859,0.00927978331399767,2,rho,44,None.
Bathycoccus,taxogroup_middle,0.0034126291451273,0.0439943574865542,0.0150067227988827,0.0102623668898247,2,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,0.00484493061831171,0.0510340450567895,0.0158491131367005,0.00890208570692583,2,rho,31,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,0.000282572374083467,0.0384451465869711,0.00876464254935931,0.00658256337685461,3,rho,44,None.
Bathycoccus,taxogroup_middle,0.00252051995933322,0.0174576242673733,0.00682174722928175,0.00392952987770675,3,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,0.00433465134305056,0.02073803047322,0.0118673600495628,0.00561355005549299,3,rho,15,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,-0.000974301441215797,0.029542103819699,0.00593682174417889,0.0049816068576344,4,rho,44,None.
Bathycoccus,taxogroup_middle,0.000884873786854312,0.011951751442971,0.00447889916819526,0.00221239723329329,4,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,0.000749030019492225,0.0242144456150448,0.0108555746265202,0.00672825168746884,4,rho,15,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,-0.00127964345526665,0.0262812302578013,0.00429578086488976,0.00399690745521757,5,rho,44,None.
Bathycoccus,taxogroup_middle,0.000251222453413136,0.00868155599630471,0.00320293850033314,0.00168333023278064,5,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,-0.000345799111905798,0.0133188083335445,0.00396763210609974,0.00434046357762,5,rho,9,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,-0.00346919949368263,0.0166691187766163,0.0026294665036851,0.00284945858626373,6,rho,44,None.
Bathycoccus,taxogroup_middle,-0.000492961190637464,0.00709118787121787,0.00243332716729993,0.00145559709180192,6,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,-0.000738815361694512,0.0061687495957462,0.00235923318733229,0.00218531783304309,6,rho,8,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,-0.00939025925566317,0.012487172399653,0.00145311601237543,0.00260096335713414,7,rho,44,None.
Bathycoccus,taxogroup_middle,-0.00136941627315879,0.00551644230596715,0.00159493712407264,0.00145030749715016,7,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,-0.00109451023516804,0.00600294034693472,0.00289054060630898,0.00228976319851172,7,rho,8,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,-0.00967613219678043,0.00991219242452246,0.000396906998836164,0.00247044521903081,8,rho,44,None.
Bathycoccus,taxogroup_middle,-0.00175042179380447,0.00359831431121893,0.00100600131775401,0.00138463081831716,8,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,-0.0040257474815244,0.00306393793093906,0.00028500703564459,0.00253520434380151,8,rho,8,"Only V9, not SMAG"
Bathycoccus,taxogroup_middle,-0.0100606474805771,0.0080561440059741,-0.000617208916243463,0.00251263493190193,9,rho,44,None.
Bathycoccus,taxogroup_middle,-0.00741266241040317,0.0033026137489135,0.000290952852983269,0.00185790003817266,9,rho,44,"Only SMAG, not V9"
Bathycoccus,taxogroup_middle,-0.00407717759124338,0.00944385019314986,-0.000210591637152551,0.00430135186728493,9,rho,8,"Only V9, not SMAG"
Cafeteria,genus,-0.00511110870483145,0.00334989335539471,0.000997800632868357,0.00144525514774651,10,rho,44,"Only SMAG, not V9"
Cafeteria,genus,0.0998134555400351,0.162613049434894,0.138326867626811,0.0138097507778187,1,rho,44,Both
Cafeteria,genus,0.00315047221058695,0.0551579222041726,0.0172814979320675,0.0110249789781925,2,rho,44,"Only SMAG, not V9"
Cafeteria,genus,0.00270196824475866,0.0281016562221343,0.0103730888986914,0.00664669964719206,3,rho,44,"Only SMAG, not V9"
Cafeteria,genus,0.00207635781509308,0.0179122631754054,0.00663227300240736,0.00381790710238529,4,rho,44,"Only SMAG, not V9"
Cafeteria,genus,0.00162109411612155,0.0138591497858552,0.00506924546368583,0.00268782554762343,5,rho,44,"Only SMAG, not V9"
Cafeteria,genus,0.00119702109865827,0.00815340224619776,0.00337157069014696,0.0014581643475749,6,rho,44,"Only SMAG, not V9"
Cafeteria,genus,0.000763451380551339,0.0062226108436384,0.00266690346304492,0.00124137600041841,7,rho,44,"Only SMAG, not V9"
Cafeteria,genus,-0.000434378719375017,0.00484723833892164,0.00217161052059548,0.0011088623073503,8,rho,44,"Only SMAG, not V9"
Cafeteria,genus,-0.00113430520324243,0.0044198843573422,0.00160129865230291,0.00104553474823289,9,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.00610648591679885,0.0205946602161897,0.0110994384774926,0.00383302553229949,10,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.0998134555400351,0.162613049434894,0.138326867626811,0.0138097507778187,1,rho,44,Both
Cafeteria,taxogroup_middle,0.0140912158231962,0.0607607832974494,0.03412578391828,0.0103293312283245,2,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.0110621148607112,0.0551579222041726,0.0261803284624807,0.00981249545155784,3,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.00919558881961791,0.0377038235491932,0.0218092699986209,0.00748681654365594,4,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.00799650827344878,0.0370304295221149,0.0195193991856633,0.0067712351339404,5,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.00737604578347295,0.0311937631505013,0.0171529381091167,0.00564813205572707,6,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.00713826560867692,0.0289290082557701,0.0147923309884003,0.00534068926436831,7,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.00664974474123903,0.0264919033261875,0.0132965500523979,0.00490337642953535,8,rho,44,"Only SMAG, not V9"
Cafeteria,taxogroup_middle,0.00633893909947558,0.0244712068766957,0.0120752447387393,0.00423280469810494,9,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.00763480497406255,0.0580585567429064,0.030862172718105,0.0103699799804928,10,rho,44,None.
Chaetoceros,genus,0.010992224476489,0.0328198314973402,0.0196283515201736,0.00500183967481091,10,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0174063225392366,0.0308072607237734,0.0232085154441218,0.00559552749800142,10,rho,5,"Only V9, not SMAG"
Chaetoceros,genus,0.0998134555400351,0.162613049434894,0.138326867626811,0.0138097507778187,1,rho,44,Both
Chaetoceros,genus,0.0211104449392562,0.116382490698137,0.0606868833632076,0.0181398190936198,1,rho,44,None.
Chaetoceros,genus,0.0181367610707568,0.103249247632325,0.0510826806136293,0.0144400690530753,2,rho,44,None.
Chaetoceros,genus,0.0229800915081242,0.0633722815466403,0.0441336303017413,0.00921585442152213,2,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.040024288867342,0.0707464754024357,0.0553264579087234,0.0147162447392234,2,rho,3,"Only V9, not SMAG"
Chaetoceros,genus,0.0159390508690596,0.0910776902629579,0.0459748203917333,0.0132927074484419,3,rho,44,None.
Chaetoceros,genus,0.0221385809288598,0.0514861614352532,0.0345162478976135,0.00749219600345022,3,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0231541852179169,0.0554216259255548,0.0435025659792269,0.0177083883938276,3,rho,3,"Only V9, not SMAG"
Chaetoceros,genus,0.0138510982021631,0.0767138880021598,0.0421520182492557,0.0121910087272703,4,rho,44,None.
Chaetoceros,genus,0.0204804641755667,0.044080418116083,0.0310569048289399,0.00622540445303396,4,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0228377321960653,0.0600789029625802,0.0401459511936553,0.0126879467156645,4,rho,6,"Only V9, not SMAG"
Chaetoceros,genus,0.0132967907940844,0.0697862434816136,0.0394258385455731,0.0116018946197002,5,rho,44,None.
Chaetoceros,genus,0.019277988060995,0.0431318765973447,0.0283963743118392,0.00616073863799415,5,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0187082783051132,0.0477242754443646,0.0316800231121605,0.0147499915039084,5,rho,3,"Only V9, not SMAG"
Chaetoceros,genus,0.0131517561818609,0.0694645290085869,0.0371169216928276,0.0113798375626825,6,rho,44,None.
Chaetoceros,genus,0.0163671145143697,0.0422122540460662,0.02614870486336,0.00581503267031278,6,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0194552051850947,0.0486185300673575,0.0320975773643179,0.0114610714355993,6,rho,4,"Only V9, not SMAG"
Chaetoceros,genus,0.0114801989207155,0.0637129774239826,0.0351886430397342,0.0110408275949582,7,rho,44,None.
Chaetoceros,genus,0.0142339098045458,0.0410007188932603,0.0244747001916424,0.00546956563523117,7,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0206724124871984,0.0409972582318636,0.0289623911023195,0.00750290883840905,7,rho,6,"Only V9, not SMAG"
Chaetoceros,genus,0.0113192716293293,0.0608210869758753,0.0334714216484109,0.0106977460623078,8,rho,44,None.
Chaetoceros,genus,0.0133199982715844,0.0366027020809503,0.0223031888702361,0.00549771984078822,8,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0235940769007779,0.0312992387853236,0.0276583019013216,0.00347474656378753,8,rho,4,"Only V9, not SMAG"
Chaetoceros,genus,0.0079701313835433,0.0600337985485361,0.0320329641453432,0.0105556674548556,9,rho,44,None.
Chaetoceros,genus,0.0124925478997696,0.0333056162802229,0.0208717564701452,0.00508922907155138,9,rho,44,"Only SMAG, not V9"
Chaetoceros,genus,0.0188921628736864,0.0467562307347541,0.031300680257686,0.0141797347452002,9,rho,3,"Only V9, not SMAG"
Chaetoceros,taxogroup_middle,0.0217951377962368,0.0796754045456375,0.0457081198835285,0.0115202201863227,10,rho,44,None.
Chaetoceros,taxogroup_middle,0.0225642353061937,0.0421181027928887,0.033096486865196,0.00424930665213683,10,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0389486752325637,0.0389486752325637,0.0389486752325637,,10,rho,1,"Only V9, not SMAG"
Chaetoceros,taxogroup_middle,0.0998134555400351,0.162613049434894,0.138326867626811,0.0138097507778187,1,rho,44,Both
Chaetoceros,taxogroup_middle,0.035899331144128,0.123569311788131,0.0713469800495064,0.0181625272567569,1,rho,44,None.
Chaetoceros,taxogroup_middle,0.0302496924832771,0.113566491547433,0.0633405308057167,0.0155537718104825,2,rho,44,None.
Chaetoceros,taxogroup_middle,0.0387911900235199,0.0801612105421721,0.0546030102305762,0.0100522709004622,2,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0707464754024357,0.0707464754024357,0.0707464754024357,,2,rho,1,"Only V9, not SMAG"
Chaetoceros,taxogroup_middle,0.0300240714407479,0.106606498818009,0.0586833898927344,0.0143331511781749,3,rho,44,None.
Chaetoceros,taxogroup_middle,0.0351580488134525,0.0687961850936611,0.0483221828365553,0.00709262340134329,3,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0646952406324979,0.0646952406324979,0.0646952406324979,,3,rho,1,"Only V9, not SMAG"
Chaetoceros,taxogroup_middle,0.025328559365894,0.106576653816979,0.0555369240337511,0.0136022687460943,4,rho,44,None.
Chaetoceros,taxogroup_middle,0.0314346573645623,0.0601612125304919,0.0446553871406394,0.00613840268626662,4,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0239739111237935,0.0949485568513261,0.0533100680391694,0.0130302322721886,5,rho,44,None.
Chaetoceros,taxogroup_middle,0.0300792468601756,0.052823637248801,0.0415913833622068,0.00531156086741284,5,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0239209308695603,0.0918366821856361,0.0512601390473768,0.0126171652961017,6,rho,44,None.
Chaetoceros,taxogroup_middle,0.0288314480026047,0.0485550074261792,0.0391969839393067,0.00452855601160636,6,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0600789029625802,0.0600789029625802,0.0600789029625802,,6,rho,1,"Only V9, not SMAG"
Chaetoceros,taxogroup_middle,0.0238843485779994,0.0831019066103856,0.0496320316245823,0.0121961810431189,7,rho,44,None.
Chaetoceros,taxogroup_middle,0.0280234142117313,0.04702284695962,0.0375852485866301,0.00460944990882814,7,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0554216259255548,0.0554216259255548,0.0554216259255548,,7,rho,1,"Only V9, not SMAG"
Chaetoceros,taxogroup_middle,0.0237249858388885,0.0806064790415088,0.0481068570925654,0.01189609262143,8,rho,44,None.
Chaetoceros,taxogroup_middle,0.0269701380011743,0.0445792592056086,0.0359827260355634,0.00435890203490442,8,rho,44,"Only SMAG, not V9"
Chaetoceros,taxogroup_middle,0.0477242754443646,0.0519318867942089,0.0498280811192868,0.00297523051807239,8,rho,2,"Only V9, not SMAG"
Chaetoceros,taxogroup_middle,0.0226281122180767,0.0805388725504087,0.0468672863119285,0.0116859751444281,9,rho,44,None.
Chaetoceros,taxogroup_middle,0.0265942262777461,0.0436271426066877,0.0344258466887828,0.00398740716952003,9,rho,44,"Only SMAG, not V9"
chloroparvula,genus,0.00137133344742491,0.0255168996382458,0.00650169092206429,0.00379483677291203,10,rho,41,None.
chloroparvula,genus,0.00201115499201832,0.00730285600091318,0.00379135309815234,0.00107600286712488,10,rho,41,"Only SMAG, not V9"
chloroparvula,genus,0.00596010673785585,0.0114374954029297,0.00749672891724232,0.00263352440593103,10,rho,4,"Only V9, not SMAG"
chloroparvula,genus,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
chloroparvula,genus,0.00841776133936856,0.0817971098179472,0.0346304791687903,0.0163548303006375,1,rho,41,None.
chloroparvula,genus,0.0156527078901036,0.0598829410643584,0.0346273374394404,0.0134508929052839,1,rho,17,"Only V9, not SMAG"
chloroparvula,genus,0.00432795082913862,0.0735355109202288,0.0241752914673226,0.0121727671297906,2,rho,41,None.
chloroparvula,genus,0.00509825560429977,0.0481437472736018,0.0235439010334504,0.012208996538139,2,rho,41,"Only SMAG, not V9"
chloroparvula,genus,0.00895369049331407,0.044186709120539,0.0217191467962628,0.010162623904404,2,rho,11,"Only V9, not SMAG"
chloroparvula,genus,0.00388843867710686,0.0532926421362499,0.0191774221050835,0.0101359981847189,3,rho,41,None.
chloroparvula,genus,0.00467680667836601,0.0414825335202431,0.0150887948845954,0.00900608323917129,3,rho,41,"Only SMAG, not V9"
